                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    135,                0.00082,                0.96089,                      1,                0.38455,             8.7251e-05,             8.7251e-05,             8.7251e-05
                    136,                0.00148,                0.95903,                      1,                0.38436,             8.2538e-05,             8.2538e-05,             8.2538e-05
                    137,                0.00153,                0.95717,                      1,                0.38474,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    138,                0.00106,                0.95903,                      1,                0.38454,             7.3114e-05,             7.3114e-05,             7.3114e-05
                    139,                0.00106,                0.95903,                      1,                0.38367,             6.8401e-05,             6.8401e-05,             6.8401e-05
                    140,                0.00157,                0.96089,                      1,                0.38357,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    141,                0.00233,                0.96648,                      1,                0.38367,             5.8976e-05,             5.8976e-05,             5.8976e-05
                    142,                0.00143,                0.96462,                      1,                0.38337,             5.4264e-05,             5.4264e-05,             5.4264e-05
                    143,                 0.0016,                0.96462,                      1,                0.38303,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    144,                0.00118,                0.96462,                      1,                 0.3831,             4.4839e-05,             4.4839e-05,             4.4839e-05
                    145,                0.00078,                0.96276,                      1,                0.38296,             4.0127e-05,             4.0127e-05,             4.0127e-05
                    146,                0.00152,                0.96462,                      1,                0.38344,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    147,                 0.0008,                0.96462,                      1,                0.38392,             3.0702e-05,             3.0702e-05,             3.0702e-05
                    148,                0.00155,                0.96462,                      1,                0.38382,              2.599e-05,              2.599e-05,              2.599e-05
                    149,                0.00085,                0.96089,                      1,                 0.3839,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    150,                0.00086,                0.96089,                      1,                0.38398,             1.6565e-05,             1.6565e-05,             1.6565e-05
